,object_id,events,swing_indicator_from_samples,runs_game_t1,runs_game_t2,game_play,outs_inning,outs_play,count_balls_pa,count_balls_play,strikes_pa,strikes_play,eventId_pitch,pitch_type,pitch_result,pitch_action,pitch_speed_mph,pitch_speed_kph,pitch_speed_mps,pitch_spin_rpm,eventId_hit,hit_speed_mph,hit_speed_kph,hit_speed_mps,hit_spin,stroke_type,stroke_attempt,bat_nearest,bat_hit,bat_first,bat_last,swing_displacement_head_nearest,swing_displacement_handle_nearest,swing_time_nearest,found_nearest_inidicator,hit_inidicator,swing_displacement_head_hit,swing_displacement_handle_hit,swing_time_hit,bat_average_speed_bhit,bat_max_speed_bhit,bat_total_displacement_bhit,bat_max_instantaneous_displacement_bhit,bat_swing_duration_bhit,ball_ahit_flight_time,ball_ahit_height,ball_ahit_range,ball_hit_position,bat_hit_position,relative_distance_from_handle_to_hit,eventId_events,hit_spray_angle,hit_launch_angle,events_type,hit_indicator,events_teamId,events_personId
736,12345645_33331.jsonl,{'eventId': ''},SwingRecorded,4,8,0,0,0,0,0,1,1,d6d45db2-a1c7-4066-b0bd-ea68c8ee5b70,{},Strike,FoulTip,92.0,148.0,41.0,2130.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.415887630394427, 'head': {'pos': [0.011804287898796555, 0.5373473074578026, 2.7791727997636295]}, 'handle': {'pos': [-2.547549139757245, 0.6617659663637233, 3.7008494869661708]}}]",[],"[{'event': 'First', 'time': -0.4237119, 'head': {'pos': [-3.6483188876064476, -1.2118149772285844, 6.671956388875099]}, 'handle': {'pos': [-2.069416530101329, -1.8398108248218676, 4.544059199878013]}}]","[{'event': 'Last', 'time': 0.8360990999999997, 'head': {'pos': [-1.6289730891290155, -2.133982262964947, 4.2673560702155475]}, 'handle': {'pos': [-4.1984972479727025, -1.2742876328363633, 4.538886227137473]}}]",5.622262394240905,2.6828156579540914,0.839599530394427,Nearest,NoHit,,,,13.117068621830372,134.24070589637995,5.55452920425632,0.447424272752631,0.836533,,,,,,,,,,,,,
738,12345645_3353.jsonl,{'eventId': ''},SwingRecorded,7,9,0,2,0,3,0,1,1,fb1f2115-c529-44ce-9653-c8b06e9af4f2,{},Strike,{},94.0,152.0,42.0,2360.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4027670355690953, 'head': {'pos': [1.0205632806038532, 1.1282652185279063, 2.7043137054518165]}, 'handle': {'pos': [-1.5290923012879714, 1.0629195814033758, 3.6583809187591267]}}]",[],"[{'event': 'First', 'time': -0.437981, 'head': {'pos': [-1.9879904316101473, 0.19542144765452954, 6.23365315892721]}, 'handle': {'pos': [-1.7710708344489332, -2.107287484867421, 4.796386535602796]}}]","[{'event': 'Last', 'time': 0.8052549999999996, 'head': {'pos': [-1.483478356096198, -2.532074663573021, 4.940356205348506]}, 'handle': {'pos': [-3.8466170023192956, -1.1808595933051367, 4.869282590841073]}}]",4.730521104275077,3.37695472837759,0.8407480355690953,Nearest,NoHit,,,,14.754510956479429,135.72894101661493,4.729020330571157,0.4523845604083817,0.839934,,,,,,,,,,,,,
739,12345645_33851.jsonl,{'eventId': ''},SwingRecorded,0,1,0,0,1,3,0,2,1,5db6ee72-a221-40e5-a936-526cc0a4fed1,{},Strike,FoulTip,94.0,152.0,42.0,2520.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.3983104258106725, 'head': {'pos': [-0.2641008769226277, 2.1990263575727558, 2.285684056014144]}, 'handle': {'pos': [-2.407847775499082, 1.033834133339637, 3.494788766740986]}}]",[],"[{'event': 'First', 'time': -0.4321939, 'head': {'pos': [-3.706862408138287, -0.676494595981734, 5.668891640505811]}, 'handle': {'pos': [-1.343286921755679, -1.3681848577347029, 4.506853178130897]}}]","[{'event': 'Last', 'time': 0.7910401, 'head': {'pos': [-1.5885887842063673, -2.7023694088408243, 3.611774161511681]}, 'handle': {'pos': [-3.689647522117713, -1.028469043356383, 4.057719934390813]}}]",5.618480335011529,2.815538921344665,0.8305043258106726,Nearest,NoHit,,,,12.580210090423725,128.67201338756524,5.616169219756803,0.428992492634143,0.8299300000000001,,,,,,,,,,,,,
740,12345645_3395.jsonl,"{'start': {'angle': [1.1010350385061258, 50.37910802240966]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 451871192}, 'eventId': '31605ec5-6a70-4b43-8dee-595a15192464'}",SwingRecorded,2,8,0,2,1,0,0,0,0,cfedf3b4-b104-4d19-b22a-79131f9e2423,{},HitIntoPlay,{},92.0,148.0,41.0,2360.0,31605ec5-6a70-4b43-8dee-595a15192464,27.0,44.0,12.0,1290.0,{},{},[],"[{'event': 'Hit', 'time': 0.423422184096606, 'head': {'pos': [-0.008753955074176364, -0.4134565375251538, 1.8916000379687266]}, 'handle': {'pos': [-2.0541615062901126, 0.5130608947735958, 3.432097127594892]}}]","[{'event': 'First', 'time': -0.4206773, 'head': {'pos': [-1.996947598314233, -2.051149767301183, 6.302442761600817]}, 'handle': {'pos': [-1.6097611219115122, -1.6332494202213526, 3.6396052114538446]}}]","[{'event': 'Last', 'time': 0.8458867, 'head': {'pos': [-5.041970783445516, -1.0536972683846217, 5.851337407201805]}, 'handle': {'pos': [-4.393599317597796, -0.3752724872939454, 3.295048662801463]}}]",,,,No,Hit,5.107884749139567,2.2016355908179666,0.844099484096606,12.076057592450713,130.33684435128393,5.050681931802539,0.434412702222826,0.8432649999999997,,,,[-1.22257823  0.69164551 -0.39537946],[-0.00422371 -0.41550862  1.88818808],1.0022148390378316,31605ec5-6a70-4b43-8dee-595a15192464,1.1010350385061258,50.37910802240966,Hit,Hit,90068.0,451871192.0
741,12345645_33395.jsonl,"{'start': {'angle': [169.514535998824, 15.370755958352262]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 451871192}, 'eventId': '632d786c-d7b4-4c64-8655-cace0da0e314'}",SwingRecorded,0,2,0,2,0,0,0,1,1,d435e77f-e143-4782-881d-465b0e7e86b6,{},Strike,Foul,92.0,148.0,41.0,2310.0,632d786c-d7b4-4c64-8655-cace0da0e314,78.0,125.0,35.0,530.0,{},{},[],"[{'event': 'Hit', 'time': 0.419013048795042, 'head': {'pos': [0.12973983152190766, 0.08984924726229013, 2.830986963518297]}, 'handle': {'pos': [-2.225352838034997, 0.5442127327597683, 4.120308578522575]}}]","[{'event': 'First', 'time': -0.4229815, 'head': {'pos': [-2.098379023147503, -2.250238629381268, 6.485131006294319]}, 'handle': {'pos': [-1.60766062481551, -2.0303459324339537, 3.815655300947097]}}]","[{'event': 'Last', 'time': 0.8335945, 'head': {'pos': [-3.7560659692272615, -1.839318236501755, 6.948587241704815]}, 'handle': {'pos': [-4.598021969337217, -0.8223822766226396, 4.566947211504006]}}]",,,,No,Hit,4.877836978241787,2.6650909197124117,0.841994548795042,11.11996555986703,118.62435148686258,4.788498052473803,0.39537496350571,0.839939,,,,[-0.47560736  0.28600144  3.4415015 ],[-0.60135293  0.23089756  3.23123181],0.6895694308560852,632d786c-d7b4-4c64-8655-cace0da0e314,169.514535998824,15.370755958352262,Hit,Hit,90068.0,451871192.0
743,12345645_34859.jsonl,"{'start': {'angle': [1.8667110672144382, 25.292243473859855]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 172804761}, 'eventId': '1ba2cecd-6fa7-4751-90a3-96dd0872f5b6'}",SwingRecorded,0,3,0,2,1,0,0,1,0,37224456-32e4-4b11-8d9d-0c0ff372151f,{},HitIntoPlay,{},84.0,135.0,37.0,1670.0,1ba2cecd-6fa7-4751-90a3-96dd0872f5b6,90.0,144.0,40.0,1710.0,{},{},[],"[{'event': 'Hit', 'time': 0.453037922448507, 'head': {'pos': [0.7610900168542162, 1.6762128345741383, 1.4981931900057588]}, 'handle': {'pos': [-1.5040447319834902, 0.4782407058520659, 2.4197599181835803]}}]","[{'event': 'First', 'time': -0.3828579, 'head': {'pos': [-3.3484434893209643, -1.5915246610066693, 6.4358936383172995]}, 'handle': {'pos': [-1.4999703101845878, -1.9147985753195162, 4.462597216486653]}}]","[{'event': 'Last', 'time': 0.8537061, 'head': {'pos': [-3.9515132685530405, -1.0333500178329829, 6.056262844358711]}, 'handle': {'pos': [-3.4743948212876687, 1.015624747862038, 4.327298332607402]}}]",,,,No,Hit,7.207444741075522,3.146400773817823,0.8358958224485069,13.215737875262203,165.98086058694958,6.927665170157429,0.5532142083362988,0.833264,,,,[-0.14054446  1.36643808  2.15994583],[-0.16242793  1.18778769  1.8739251 ],0.5922900630623297,1ba2cecd-6fa7-4751-90a3-96dd0872f5b6,1.8667110672144382,25.292243473859855,Hit,Hit,90068.0,172804761.0
745,12345645_35481.jsonl,"{'start': {'angle': [151.36982413602453, 46.30811842608143]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 797957728}, 'eventId': '166495f3-7ba2-4e3a-8cb3-c071e8816b88'}",SwingRecorded,2,8,0,2,0,0,0,1,1,fe21bbcc-0304-4930-8086-499ddc47483d,{},Strike,Foul,84.0,135.0,37.0,2490.0,166495f3-7ba2-4e3a-8cb3-c071e8816b88,59.0,96.0,27.0,2550.0,{},{},[],"[{'event': 'Hit', 'time': 0.444665198615605, 'head': {'pos': [0.826664059981311, 1.751922542197062, 1.8096560465073896]}, 'handle': {'pos': [-1.4914086943655744, 0.7826450495178585, 2.8595597248567364]}}]","[{'event': 'First', 'time': -0.3868235, 'head': {'pos': [-4.011857496656227, -0.4685467293806992, 6.04145316532452]}, 'handle': {'pos': [-1.6124905910323655, -1.5408240438127339, 5.328348895793952]}}]","[{'event': 'Last', 'time': 0.8430724999999996, 'head': {'pos': [-2.42554613753586, -4.31417688490098, 5.308941849713406]}, 'handle': {'pos': [-4.228269859085606, -2.2758906248705877, 5.204854424899082]}}]",,,,No,Hit,6.800726541693629,3.3923575023720267,0.8314886986156049,15.558118232529228,135.2313294793181,6.7025215046338005,0.4507260211545714,0.8299300000000001,,,,[0.63053447 1.87671409 2.01096644],[0.65627943 1.68067802 1.88682681],0.926497290600749,166495f3-7ba2-4e3a-8cb3-c071e8816b88,151.36982413602453,46.30811842608143,Hit,Hit,63813.0,797957728.0
748,12345645_36120.jsonl,"{'start': {'angle': [-36.167491898917156, 29.31917965195454]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 765710437}, 'eventId': '6b1c89e3-9f68-48fa-9b2a-2c72b959b421'}",SwingRecorded,0,0,0,2,0,0,0,2,0,a05985e4-5c77-4c89-b168-02528b90c70e,{},HitIntoPlay,{},88.0,141.0,39.0,1980.0,6b1c89e3-9f68-48fa-9b2a-2c72b959b421,87.0,140.0,39.0,2220.0,{},{},[],"[{'event': 'Hit', 'time': 0.43360534068006, 'head': {'pos': [-1.5491878321655819, 0.7177302316154904, 1.7996038987909575]}, 'handle': {'pos': [0.894939717918346, 1.3103538615633705, 2.8437761251116265]}}]","[{'event': 'First', 'time': -0.4029241, 'head': {'pos': [3.905568770003819, 0.3820470829733372, 6.6196839545718795]}, 'handle': {'pos': [1.917452806823055, -0.9302933036440232, 5.300435868475049]}}]","[{'event': 'Last', 'time': 0.8369798999999998, 'head': {'pos': [5.634074277798371, -2.1859753677455473, 5.557134377225121]}, 'handle': {'pos': [4.8230579038444965, 0.14197189738704427, 4.4003405935230635]}}]",,,,No,Hit,7.286990085716461,3.47867932275969,0.8365294406800601,14.701807828382753,124.1614336405556,7.129700380819144,0.4138300583239687,0.8332689999999997,,,,[-1.18103838  0.91738047  2.15421102],[-1.09156268  0.82868986  1.99510903],0.8127654368099286,6b1c89e3-9f68-48fa-9b2a-2c72b959b421,-36.167491898917156,29.31917965195454,Hit,Hit,90068.0,765710437.0
749,12345645_36716.jsonl,"{'start': {'angle': [-4.861621578759139, 23.573958552044918]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 485007791}, 'eventId': 'b83c3e90-4ee8-4766-8f1d-2833855ccc6f'}",SwingRecorded,2,5,2,2,0,2,0,0,0,f460b63c-6612-480e-802f-1fe3f54c30ad,{},HitIntoPlay,{},81.0,130.0,36.0,2490.0,b83c3e90-4ee8-4766-8f1d-2833855ccc6f,100.0,162.0,45.0,1660.0,{},{},[],"[{'event': 'Hit', 'time': 0.4613808880899032, 'head': {'pos': [1.056114904268418, 1.670186623376778, 2.293505194833666]}, 'handle': {'pos': [-1.4426628699615458, 1.160667468341737, 3.2483652640260345]}}]","[{'event': 'First', 'time': -0.3740199000000002, 'head': {'pos': [-4.136136633061516, -1.2781797912268862, 4.917113041317311]}, 'handle': {'pos': [-1.4647567835915225, -1.7208090408424699, 4.628899694468575]}}]","[{'event': 'Last', 'time': 0.8624900999999998, 'head': {'pos': [-0.5685510470667495, -1.1482477389586059, 3.8562704248094852]}, 'handle': {'pos': [-2.896629674091974, -0.03204651743589287, 4.721950865578986]}}]",,,,No,Hit,6.521936727215198,3.195194881010734,0.8354007880899034,12.824713049404286,149.19498378836906,6.383093093398835,0.49726688096663857,0.8332070000000003,,,,[0.74332133 2.52570973 2.34614461],[0.92268532 1.64297935 2.34449276],0.9466020595411038,b83c3e90-4ee8-4766-8f1d-2833855ccc6f,-4.861621578759139,23.573958552044918,Hit,Hit,90068.0,485007791.0
750,12345645_36594.jsonl,{'eventId': ''},SwingRecorded,2,8,0,0,0,0,0,0,1,b78f04bb-c218-4b95-bcec-864966ab03e4,{},Strike,{},87.0,139.0,39.0,2580.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4473875378899614, 'head': {'pos': [-0.3397910003364435, -0.47294966646929193, 2.7833261501696422]}, 'handle': {'pos': [1.6357178632074576, 1.081625235141171, 3.830187884790615]}}]",[],"[{'event': 'First', 'time': -0.3987876, 'head': {'pos': [3.997173877307843, 0.07900522875833449, 6.663758514777257]}, 'handle': {'pos': [1.9845283010607189, -1.2220237946221195, 5.370762323442606]}}]","[{'event': 'Last', 'time': 0.8610043999999996, 'head': {'pos': [0.9708567802853211, -1.5174600219357086, 2.619000521033479]}, 'handle': {'pos': [3.186085724474927, -1.1654692488384022, 4.163060463700956]}}]",5.845654274123651,2.7931768964590535,0.8461751378899613,Nearest,NoHit,,,,12.198928369215727,124.10472878678496,5.725428120119355,0.41351695631760216,0.843194,,,,,,,,,,,,,
754,12345645_35756.jsonl,"{'start': {'angle': [-44.37546720189602, 6.242160812601566]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 474808052}, 'eventId': '276d909f-4847-46aa-8ffd-1e0638ed110e'}",SwingRecorded,0,0,0,0,0,1,0,2,0,5652e3bd-b481-4d8d-bcb2-999b066593c5,{},Strike,Foul,94.0,152.0,42.0,2420.0,276d909f-4847-46aa-8ffd-1e0638ed110e,73.0,118.0,33.0,6900.0,{},{},[],"[{'event': 'Hit', 'time': 0.4007446016673098, 'head': {'pos': [-0.46303130469386417, 1.731601220710703, 1.4980359790886673]}, 'handle': {'pos': [-2.3371026054902417, 0.7618086725123894, 3.2192614318001134]}}]","[{'event': 'First', 'time': -0.435883, 'head': {'pos': [-3.8227402926602108, -0.6428588931088935, 6.174998330212358]}, 'handle': {'pos': [-1.6525575245475113, -1.0074176300786808, 4.571046471097807]}}]","[{'event': 'Last', 'time': 0.797354, 'head': {'pos': [-2.336739406421393, -2.1466671890271125, 5.162544269291216]}, 'handle': {'pos': [-3.705202646259383, 0.07654623442211952, 4.388019691838322]}}]",,,,No,Hit,6.228939087017184,2.329396159971941,0.8366276016673098,14.281963257928426,126.19295309113102,6.228711904815479,0.4206011126527435,0.836601,,,,[-1.2333524   1.48486237  2.15479703],[-1.17405577  1.36366099  2.15107058],0.6205990342503145,276d909f-4847-46aa-8ffd-1e0638ed110e,-44.37546720189602,6.242160812601566,Hit,Hit,90068.0,474808052.0
756,12345645_38844.jsonl,{'eventId': ''},SwingRecorded,0,2,0,2,0,0,0,0,1,e43a4ad0-759c-4eab-a59b-c27b8a4ef127,{},Strike,{},86.0,138.0,38.0,1920.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4286484151661342, 'head': {'pos': [1.2111834574041158, 2.249565599818114, 1.5691395712451295]}, 'handle': {'pos': [-1.1432912659235954, 1.9637287765783304, 2.9070498723350093]}}]",[],"[{'event': 'First', 'time': -0.4012848, 'head': {'pos': [-2.3757833911037176, -0.31846881455957415, 6.512432010975478]}, 'handle': {'pos': [-1.926818694206165, -2.309125620726355, 4.709386235884649]}}]","[{'event': 'Last', 'time': 0.5053092, 'head': {'pos': [-6.173597002976566, 4.852267986835289, 5.456182311855869]}, 'handle': {'pos': [-3.7739551373585702, 4.739818224503331, 4.1738672749806875]}}]",6.625501646699486,4.703149614759287,0.8299332151661343,Nearest,NoHit,,,,15.13770034563578,129.3434327132244,6.940382030766906,0.43110166123313776,0.8266009999999997,,,,,,,,,,,,,
758,12345645_38171.jsonl,"{'start': {'angle': [10.9481384452904, 42.386964884241884]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 568527038}, 'eventId': 'e25f8da4-a2d2-489c-934c-bc8a865e66bb'}",SwingRecorded,0,2,0,0,1,2,0,0,0,9cd55f9a-adfd-4c2f-8530-59e56a858d99,{},HitIntoPlay,{},92.0,147.0,41.0,2460.0,e25f8da4-a2d2-489c-934c-bc8a865e66bb,81.0,130.0,36.0,3100.0,{},{},[],"[{'event': 'Hit', 'time': 0.4083476540320197, 'head': {'pos': [0.10658090538826984, 2.0588748275538125, 1.4558617808618028]}, 'handle': {'pos': [2.1078421909298872, 1.2170786611686517, 3.099513315501334]}}]","[{'event': 'First', 'time': -0.4247158, 'head': {'pos': [1.9606015659500542, 0.06093543372008666, 6.239332663318886]}, 'handle': {'pos': [0.9612805579448639, -1.3194210464778469, 4.11536670393856]}}]","[{'event': 'Last', 'time': 0.8018531999999996, 'head': {'pos': [0.6657646623387171, -2.0127583488505065, 1.092155060324085]}, 'handle': {'pos': [2.35997302553939, -1.4216598013717503, 3.140451526976491]}}]",,,,No,Hit,5.505519786045399,2.963172700320292,0.8330634540320196,12.723222746255411,123.49076874674114,5.410484962134655,0.41159473223291254,0.829934,,,,[0.78681686 2.05318756 2.03206478],[0.73087562 1.79627599 1.96859991],0.6880493741620785,e25f8da4-a2d2-489c-934c-bc8a865e66bb,10.9481384452904,42.386964884241884,Hit,Hit,63813.0,568527038.0
759,12345645_38302.jsonl,"{'start': {'angle': [-0.1023582766688069, 9.797363214067884]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 412098649}, 'eventId': '2aa1d374-31f1-4906-b354-40daefcf47f5'}",SwingRecorded,2,8,0,1,0,1,0,1,0,e2d658a8-ee25-46b8-b6bd-1c2e3cbaca61,{},HitIntoPlay,{},82.0,133.0,37.0,1610.0,2aa1d374-31f1-4906-b354-40daefcf47f5,100.0,162.0,45.0,30.0,{},{},[],"[{'event': 'Hit', 'time': 0.465450860705153, 'head': {'pos': [-0.6945448729613883, 0.3227126669117383, 2.4297162462857056]}, 'handle': {'pos': [1.5863744135125852, 1.5039110273351854, 3.3338376584839504]}}]","[{'event': 'First', 'time': -0.3738794, 'head': {'pos': [3.153104381073569, -2.36622680057279, 7.0883967299883945]}, 'handle': {'pos': [1.7316102396440363, -2.803489166824545, 4.807297452224983]}}]","[{'event': 'Last', 'time': 0.8826996, 'head': {'pos': [2.6416199480442524, -3.470788626036618, 5.03497861639635]}, 'handle': {'pos': [5.039529248073673, -2.187652381340756, 5.17227483794503]}}]",,,,No,Hit,6.6134789703380825,4.554763840377538,0.8393302607051529,13.732272835971793,118.59737820471831,6.50963074164073,0.39528506155632315,0.8366079999999997,,,,[-0.37869741  0.90219256  2.3206258 ],[-0.29273799  0.53079264  2.58898633],0.8238399400249161,2aa1d374-31f1-4906-b354-40daefcf47f5,-0.1023582766688069,9.797363214067884,Hit,Hit,63813.0,412098649.0
761,12345645_39179.jsonl,"{'start': {'angle': [-12.603357975245318, -21.743844898203875]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 174158975}, 'eventId': 'b2da270b-a211-4c79-88ad-645c044bb84b'}",SwingRecorded,0,2,0,1,1,1,0,0,0,73c49847-a0b4-4ad7-8518-2dd36b846d3a,{},HitIntoPlay,{},91.0,146.0,41.0,2360.0,b2da270b-a211-4c79-88ad-645c044bb84b,100.0,162.0,45.0,3670.0,{},{},[],"[{'event': 'Hit', 'time': 0.423188693119324, 'head': {'pos': [0.1277315420943398, 0.08673985959344367, 2.118387498635045]}, 'handle': {'pos': [-1.8746795555808826, 0.3187276218188362, 3.9491767710954484]}}]","[{'event': 'First', 'time': -0.4212448, 'head': {'pos': [-2.900282447357233, -1.6701035470368206, 6.812965268890866]}, 'handle': {'pos': [-1.4183950126593872, -3.0858412316102033, 5.019935897844546]}}]","[{'event': 'Last', 'time': 0.8486602, 'head': {'pos': [-0.09004884897548042, -3.7552952807456923, 1.5622076762539958]}, 'handle': {'pos': [-2.4251218018303273, -2.7115487405670162, 2.496705054945942]}}]",,,,No,Hit,5.856144458320233,3.598028594850893,0.844433493119324,11.865964105111333,139.81280626632295,5.797364664677517,0.46599608328565084,0.84327,,,,[-0.0290698   0.16536058  2.66531836],[-0.23237531  0.12845976  2.44763046],0.8201633760823025,b2da270b-a211-4c79-88ad-645c044bb84b,-12.603357975245318,-21.743844898203875,Hit,Hit,63813.0,174158975.0
763,12345645_38027.jsonl,"{'start': {'angle': [-21.807822055315874, -0.7485148273494545]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 172804761}, 'eventId': '2228c28e-e341-46a5-a9a3-95698b4a4851'}",SwingRecorded,0,0,0,1,1,1,0,1,0,26073378-56da-454b-a0e8-fd5c5e24357d,{},HitIntoPlay,{},86.0,138.0,38.0,1850.0,2228c28e-e341-46a5-a9a3-95698b4a4851,78.0,126.0,35.0,2500.0,{},{},[],"[{'event': 'Hit', 'time': 0.435070301531932, 'head': {'pos': [0.5850090810364693, 1.8105668911495212, 1.5382786223764107]}, 'handle': {'pos': [-1.654551352168308, 1.2739218687657903, 2.9914266093501127]}}]","[{'event': 'First', 'time': -0.3930390000000003, 'head': {'pos': [-3.2908541124829096, -1.6121376578716333, 6.355468435976803]}, 'handle': {'pos': [-1.3764758808806252, -1.7963551414831982, 4.427651590119692]}}]","[{'event': 'Last', 'time': 0.830208, 'head': {'pos': [-2.8771561946843933, -1.484600737297759, 4.8469233570805805]}, 'handle': {'pos': [-3.1154250705458586, 1.1889279309655858, 4.387869668672496]}}]",,,,No,Hit,7.067003581789366,3.4009806060578924,0.8281093015319323,14.389236925951534,122.39820016897501,6.996766259632419,0.40795320116319744,0.8266090000000004,,,,[0.23630307 1.96003721 1.79635765],[0.26010661 1.73271354 1.74909292],0.8549257873363706,2228c28e-e341-46a5-a9a3-95698b4a4851,-21.807822055315874,-0.7485148273494545,Hit,Hit,90068.0,172804761.0
766,12345645_38158.jsonl,"{'start': {'angle': [-100.45333619883691, 25.994864144807224]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 686425745}, 'eventId': '7fe37bbf-34f7-4224-a001-d01cea2d09d6'}",SwingRecorded,0,2,0,2,0,1,0,0,1,21d46ad8-640a-4805-b8ca-3de4661dc5ef,{},Strike,Foul,92.0,148.0,41.0,2440.0,7fe37bbf-34f7-4224-a001-d01cea2d09d6,91.0,147.0,41.0,1750.0,{},{},[],"[{'event': 'Hit', 'time': 0.4259826713376176, 'head': {'pos': [-0.14790571568070182, -0.9624805984286792, 2.9042481239712417]}, 'handle': {'pos': [1.608952443211927, 0.8756571947973149, 3.8789053707600827]}}]","[{'event': 'First', 'time': -0.4276324, 'head': {'pos': [2.959743762113863, -1.4701242842863704, 6.341871920587617]}, 'handle': {'pos': [1.4322697930754715, -2.6172915565686488, 4.401230683937765]}}]","[{'event': 'Last', 'time': 0.8489295999999997, 'head': {'pos': [2.0663343543224566, -3.797571960202237, 4.7455265907893125]}, 'handle': {'pos': [4.284681473822672, -2.2182923129818786, 4.737175581750623]}}]",,,,No,Hit,4.661807026861064,3.5362029737155143,0.8536150713376176,10.936748257410011,108.77500306003951,4.643442445743449,0.36254708519910894,0.8532630000000001,,,,[-0.09686525 -0.41520266  3.22740505],[ 0.1863028  -0.61281019  3.08965794],0.8097692104527747,7fe37bbf-34f7-4224-a001-d01cea2d09d6,-100.45333619883691,25.994864144807224,Hit,Hit,63813.0,686425745.0
768,12345645_39787.jsonl,{'eventId': ''},SwingRecorded,0,2,0,1,1,1,0,2,1,c03f0be7-485e-4e44-9c28-3a495835a286,{},Strike,{},85.0,137.0,38.0,1740.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.424156101765333, 'head': {'pos': [0.003377136240665078, 3.316820810197107, 1.9129207825925145]}, 'handle': {'pos': [-1.7518179686965596, 1.6171114125051622, 3.115225233666958]}}]",[],"[{'event': 'First', 'time': -0.3961743000000003, 'head': {'pos': [-4.134826596516456, -1.254582376782276, 5.569617560503712]}, 'handle': {'pos': [-1.5813915901967046, -1.6601042341174466, 4.7147610943085905]}}]","[{'event': 'Last', 'time': 0.8070676999999997, 'head': {'pos': [-3.0784558040301593, -3.2226104212757196, 5.823258177500248]}, 'handle': {'pos': [-3.6365237977254514, -0.8462026144671035, 4.616401128706439]}}]",7.168953100510309,3.6507126036481137,0.8203304017653333,Nearest,NoHit,,,,17.102726123324445,124.44675167022368,7.164229271459739,0.4147810233168593,0.8199380000000003,,,,,,,,,,,,,
